CODE,LOCATION,TYPE,RATING (MAX = 5),Address_y,Description,Long Description,Tags_Creation_Description,Ticket Info,open_time,close_time,coordinate,tags,image_url
EN160,Rap CGV,Entertainment,4.6,"81 Cao Thắng, Ward 3, District 3, Ho Chi Minh City,",Rap CGV is a modern cinema offering a comfortable movie-watching experience.,"Rap CGV (CGV Cinemas) is a well-known cinema chain in Vietnam, providing a modern and comfortable movie-watching environment. These cinemas typically feature multiple screens showcasing a variety of local and international films. They offer comfortable seating, advanced sound and projection systems, and a selection of snacks and beverages. It's a popular destination for enjoying the latest blockbusters and immersing oneself in the cinematic experience.",,0,0:00,23:59,"10.80141, 106.6175",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015058/EN160.jpg
EN161,Pullman Saigon Centre,Entertainment,5,"148 Trần Hưng Đạo, Nguyễn Cư Trinh, District 1, Ho Chi Minh City,",Pullman Saigon Centre is a luxurious hotel offering upscale accommodation and amenities.,"Pullman Saigon Centre is a high-end hotel located in the heart of Ho Chi Minh City, providing luxurious accommodations and a range of amenities. The hotel features stylish rooms and suites, a rooftop pool with panoramic city views, a fitness center, and multiple dining options. It caters to both business and leisure travelers, offering conference facilities and convenient access to the city's attractions. Its central location and upscale offerings make it a popular choice for visitors seeking comfort and convenience.",,0,0:00,23:59,"10.764335, 106.691666",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015059/EN161.jpg
LC047,Museum of Ho Chi Minh City,Local,4.6,"65 Lý Tự Trọng, Bến Nghé, District 1, Ho Chi Minh City,",The Museum of Ho Chi Minh City showcases the city's history and cultural heritage.,"The Museum of Ho Chi Minh City provides insights into the city's history, culture, and development. Housed in a grand colonial-era building, the museum features exhibits on various aspects of the city's past, from its early days as Saigon to its role in the Vietnam War. Visitors can explore artifacts, photographs, and documents that tell the story of Ho Chi Minh City. The museum offers a valuable opportunity to learn about the city's rich and complex history.",,0,0:00,23:59,"10.775966, 106.699648",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015067/LC047.jpg
EN162,Dam Sen Cultural Park,Entertainment,4.4,"3 Hòa Bình, Ward 3, District 11, Ho Chi Minh City,","Dam Sen Cultural Park is a large recreational park featuring gardens, rides, and cultural attractions.","Dam Sen Cultural Park is a sprawling recreational complex offering a diverse range of attractions. It features beautifully landscaped gardens, amusement park rides, a water park, and cultural performance venues. Visitors can enjoy thrilling rides, explore the botanical gardens, or attend traditional Vietnamese cultural shows. The park caters to visitors of all ages, providing a mix of entertainment, relaxation, and cultural immersion. It is a great destination for a day out with family and friends.",,0,0:00,23:59,"10.766098, 106.641894",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015070/EN162.jpg
LC048,Chau Thoi Buddhist Temple,Local,4.3,"Bình Đường 2, An Bình, Dĩ An, Bình Dương Province,",Chau Thoi Buddhist Temple is a serene temple offering a peaceful place for worship and reflection.,"Chau Thoi Buddhist Temple provides a tranquil setting for worship, meditation, and reflection. While technically just outside of Ho Chi Minh City, it's often visited by residents of the city. The temple features traditional Buddhist architecture, intricate carvings, and statues of Buddha. Visitors can explore the temple grounds, admire the religious art, and experience the peaceful atmosphere. It's a place where people can find solace and connect with their spirituality.",,0,0:00,23:59,"10.915055, 106.80449",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015071/LC048.jpg
LC049,Chua Vinh Nghiem,Local,4.6,"339 Nam Ky Khoi Nghia Street, Ward 14, District 3, Ho Chi Minh City,",Chua Vinh Nghiem is a prominent Buddhist temple showcasing traditional Vietnamese architectural design.,"Vinh Nghiem Pagoda is one of the largest and most beautiful temples in Ho Chi Minh City, reflecting traditional Vietnamese architecture. It features intricate carvings, serene gardens, and a towering seven-story pagoda. Visitors can admire the detailed artwork, find peaceful contemplation, and learn about Buddhist practices. The temple's tranquil atmosphere offers a welcome escape from the bustling city.",,0,0:00,23:59,"10.790221, 106.682149",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015073/LC049.jpg
EN163,Real Escape Rooms-Service foreigners,Entertainment,4.6,"96B Nguyen Dinh Chieu, Da Kao Ward, District 1, Ho Chi Minh City,",Real Escape Rooms offers immersive escape room experiences designed for international visitors.,Real Escape Rooms provides engaging and challenging escape room games tailored for foreign tourists. The rooms are designed with intricate themes and puzzles that require teamwork and problem-solving skills. These experiences offer a fun and interactive way to spend time with friends or family. Real Escape Rooms is a popular choice for tourists seeking entertainment in Ho Chi Minh City.,,0,0:00,23:59,"10.770324, 106.670806",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015074/EN163.jpg
EN164,Phu Lam Park,Entertainment,3.8,"126 Hong Bang, Ward 12, District 6, Ho Chi Minh City,",Phu Lam Park is a public park offering green spaces and recreational facilities.,"Phu Lam Park is a green oasis within the urban landscape, providing a relaxing escape for locals and tourists alike. The park features walking paths, playgrounds, and open spaces suitable for various activities. Visitors can enjoy a leisurely stroll, have a picnic, or simply unwind amidst the greenery. Phu Lam Park is a great spot to relax and enjoy some time outdoors in Ho Chi Minh City.",,0,0:00,23:59,"10.747604, 106.624783",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015076/EN164.jpg
EN165,CGV Giga Mall Thu Duc,Entertainment,4.2,"4th Floor, Giga Mall, 240-242 Pham Van Dong, Hiep Binh Chanh Ward, Thu Duc City, Ho Chi Minh City,",CGV Giga Mall Thu Duc is a modern cinema complex offering a wide range of films.,"CGV Giga Mall Thu Duc is a modern cinema complex located within the Giga Mall shopping center. It offers a variety of movies, from Hollywood blockbusters to local Vietnamese films. The cinema features comfortable seating, state-of-the-art sound systems, and large screens for an immersive viewing experience. It is a great place to catch a movie and relax after a day of shopping.",,0,0:00,23:59,"10.8276, 106.721213",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015077/EN165.jpg
EN166,Saigon Skydeck,Entertainment,4.4,"Bitexco Financial Tower, 36 Ho Tung Mau Street, Ben Nghe Ward, District 1, Ho Chi Minh City,",Saigon Skydeck provides panoramic views of Ho Chi Minh City from the Bitexco Financial Tower.,"Saigon Skydeck is located on the 49th floor of the Bitexco Financial Tower, offering stunning 360-degree views of Ho Chi Minh City. Visitors can admire the cityscape, the Saigon River, and surrounding areas from a high vantage point. Telescopes are available for a closer look at the city's landmarks. The Skydeck provides a memorable experience and a unique perspective on the vibrant city below.",,9.11,0:00,23:59,"10.771567, 106.704247",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015080/EN166.jpg
EN167,Cu Chi Tunnel,Entertainment,4.6,"Phu Hiep Hamlet, Phu My Hung Commune, Cu Chi District, Ho Chi Minh City,","Cu Chi Tunnel is a network of underground tunnels used during the Vietnam War, now a historical site.","The Cu Chi Tunnels are an extensive network of underground tunnels used by Viet Cong soldiers during the Vietnam War. Visitors can explore sections of the tunnels, learn about their history and significance, and gain insight into the lives of those who lived and fought there. The site offers a unique and sometimes claustrophobic experience, providing a glimpse into the challenges and resilience of the Vietnamese people during wartime. It is a popular tourist attraction for those interested in history and military strategy.",,0,0:00,23:59,"11.141591, 106.461596",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015084/EN167.jpg
LC050,Notre Dame Cathedral of Saigon,Local,4.3,"1 Cong Xa Paris, Ben Nghe Ward, District 1, Ho Chi Minh City,",Notre Dame Cathedral of Saigon is a stunning example of French colonial architecture and a major landmark.,"Notre Dame Cathedral, officially Basilica of Our Lady of The Immaculate Conception, is a beautiful cathedral that stands as a symbol of French colonial influence in Ho Chi Minh City. Its neo-Romanesque architecture, twin bell towers, and stained-glass windows attract visitors from around the world. Although often under renovation, the exterior is worth viewing. The serene atmosphere within the cathedral offers a respite from the city's hustle and bustle.",,0,0:00,23:59,"10.779786, 106.699019",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015088/LC050.jpg
EN168,Saigon Japan Town,Entertainment,4.3,"Le Thanh Ton Street, Ben Nghe Ward, District 1, Ho Chi Minh City,","Saigon Japan Town is an area featuring Japanese restaurants, shops, and cultural influences.","Saigon Japan Town, primarily centered around Le Thanh Ton Street, is a vibrant area showcasing Japanese culture and cuisine. The area is filled with Japanese restaurants, bars, shops, and businesses, creating a unique atmosphere reminiscent of Japan. Visitors can enjoy authentic Japanese food, browse Japanese goods, and experience the ambiance of a little piece of Japan in the heart of Ho Chi Minh City. This area offers a diverse and interesting experience for both locals and tourists.",,0,0:00,23:59,"10.77937, 106.704703",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015090/EN168.jpg
EN169,Saigon Zoo & Botanical Garden,Entertainment,4.2,"2 Nguyen Binh Khiem Street, Ben Nghe Ward, District 1, Ho Chi Minh City,",Saigon Zoo & Botanical Garden is a green space housing various animals and plant species.,"Saigon Zoo and Botanical Garden is a popular destination for families and nature lovers. Founded in 1864, it is one of the oldest zoos in Vietnam. The zoo houses a diverse collection of animals, including mammals, birds, and reptiles, while the botanical garden features a wide variety of plants and trees. Visitors can enjoy leisurely walks, observe the animals, and learn about the local flora and fauna.",,2.74,0:00,23:59,"10.787334, 106.705057",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015094/EN169.jpg
LC051,Phat Quang Pagoda,Local,5,"116/54 Duong Quang Ham, Ward 5, Go Vap District, Ho Chi Minh City,",Phat Quang Pagoda is a Buddhist temple offering a peaceful retreat from the city.,"Phat Quang Pagoda is a serene Buddhist temple located in Go Vap District. The pagoda features traditional Vietnamese architectural elements and a tranquil atmosphere conducive to meditation and reflection. Visitors can admire the ornate decorations, learn about Buddhist teachings, and find a moment of peace within the bustling city. It is a place of worship and cultural significance, offering a glimpse into the spiritual life of the community.",,0,0:00,23:59,"10.523853, 107.12612",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015096/LC051.jpg
